source,family,T,EL,L
ctrl,poetry_abbasi,-2.656481,0.103448,-2.505358
ctrl,poetry_abbasi,-2.841857,0.076923,-2.714988
ctrl,poetry_abbasi,-2.215249,0.000000,-2.702541
ctrl,poetry_abbasi,-2.611064,0.047619,-2.714464
ctrl,poetry_abbasi,-2.476209,0.076923,-2.520143
ctrl,poetry_abbasi,-3.089596,0.100000,-2.750565
ctrl,poetry_abbasi,-2.546287,0.000000,-2.878944
ctrl,poetry_abbasi,-2.963131,0.052632,-2.881125
ctrl,poetry_abbasi,-2.624722,0.021277,-2.831826
ctrl,poetry_abbasi,-2.663634,0.000000,-2.941475
ctrl,poetry_abbasi,-2.526712,0.125000,-2.346143
ctrl,poetry_abbasi,-3.283752,0.142857,-2.674928
ctrl,poetry_abbasi,-1.018979,0.142857,-1.468083
ctrl,poetry_abbasi,-1.779324,0.086957,-2.106860
ctrl,poetry_abbasi,-3.073347,0.093023,-2.771062
ctrl,poetry_abbasi,-2.621700,0.139241,-2.337250
ctrl,poetry_abbasi,-3.073347,0.093023,-2.771062
ctrl,poetry_abbasi,-2.075849,0.380952,-1.036276
ctrl,poetry_abbasi,-3.028639,0.125000,-2.613609
ctrl,poetry_abbasi,-3.073347,0.093023,-2.771062
ctrl,poetry_abbasi,-2.294819,0.214286,-1.849452
ctrl,poetry_abbasi,-2.964616,0.080000,-2.767545
ctrl,poetry_abbasi,-2.045861,0.111111,-2.147950
ctrl,poetry_abbasi,-1.160638,0.285714,-0.946577
ctrl,poetry_abbasi,-2.623603,0.055556,-2.687980
ctrl,poetry_abbasi,-2.096692,0.128205,-2.103602
ctrl,poetry_abbasi,-1.993281,0.400000,-0.912678
ctrl,poetry_abbasi,-2.991393,0.100000,-2.698235
ctrl,poetry_abbasi,-2.837683,0.058824,-2.788401
ctrl,poetry_abbasi,-2.592839,0.083333,-2.555504
ctrl,poetry_abbasi,-2.269678,0.097826,-2.322735
ctrl,poetry_abbasi,-2.901219,0.096154,-2.666256
ctrl,poetry_abbasi,-2.663417,0.094595,-2.546053
ctrl,poetry_abbasi,-2.372730,0.231579,-1.818701
ctrl,poetry_abbasi,-2.266050,0.151515,-2.096437
ctrl,poetry_abbasi,-3.093288,0.078125,-2.843947
ctrl,poetry_abbasi,-2.956395,0.029412,-2.974570
ctrl,poetry_abbasi,-2.676489,0.185714,-2.172234
ctrl,poetry_abbasi,-2.594354,0.171429,-2.188165
ctrl,poetry_abbasi,-2.934937,0.068966,-2.797842
ctrl,poetry_abbasi,-2.712037,0.061856,-2.708776
ctrl,poetry_abbasi,-2.987102,0.054054,-2.887954
ctrl,poetry_abbasi,-2.421515,0.131148,-2.264396
ctrl,poetry_abbasi,-3.100885,0.000000,-3.174476
ctrl,poetry_abbasi,-3.228663,0.052632,-3.022621
ctrl,poetry_abbasi,-2.905731,0.000000,-3.070483
ctrl,poetry_abbasi,-1.813825,0.206897,-1.624021
ctrl,poetry_abbasi,-2.503440,0.066667,-2.577515
ctrl,poetry_abbasi,-2.794486,0.000000,-3.011203
ctrl,poetry_abbasi,-1.932955,0.214286,-1.656623
ctrl,poetry_abbasi,-1.713229,0.152174,-1.799099
ctrl,poetry_abbasi,-2.714173,0.070175,-2.675146
ctrl,poetry_abbasi,-2.793630,0.050000,-2.801799
ctrl,poetry_abbasi,-3.295199,0.058824,-3.032201
ctrl,poetry_abbasi,-2.293376,0.095238,-2.346178
ctrl,poetry_abbasi,-2.321980,0.066667,-2.480819
ctrl,poetry_abbasi,-2.693023,0.044118,-2.772770
ctrl,poetry_abbasi,-3.232623,0.090909,-2.864771
ctrl,poetry_abbasi,-2.552661,0.085106,-2.526685
ctrl,poetry_abbasi,-3.337175,0.062500,-3.039205
ctrl,poetry_abbasi,-2.651352,0.052632,-2.714986
ctrl,poetry_abbasi,-2.718979,0.101449,-2.547015
ctrl,poetry_abbasi,-2.699113,0.050000,-2.751433
ctrl,poetry_abbasi,-2.821752,0.083333,-2.677486
ctrl,poetry_abbasi,-2.787232,0.071429,-2.708841
ctrl,poetry_abbasi,-2.798580,0.083333,-2.665138
ctrl,poetry_abbasi,-2.622751,0.083333,-2.571443
ctrl,poetry_abbasi,-2.423094,0.093750,-2.421520
ctrl,poetry_abbasi,-2.698177,0.076923,-2.638424
ctrl,poetry_abbasi,-2.722801,0.090909,-2.593099
ctrl,poetry_abbasi,-2.973074,0.055556,-2.874204
ctrl,poetry_abbasi,-2.936349,0.057143,-2.848001
ctrl,poetry_abbasi,-2.053283,0.027027,-2.503288
ctrl,poetry_abbasi,-2.592839,0.125000,-2.381381
ctrl,poetry_abbasi,-2.949535,0.083333,-2.745579
ctrl,poetry_abbasi,-2.729681,0.135135,-2.411947
ctrl,ksucca,-2.117495,0.125000,-2.128081
ctrl,ksucca,-1.914593,0.131579,-1.992466
ctrl,ksucca,-2.268072,0.104167,-2.295382
ctrl,ksucca,-2.785417,0.062500,-2.745186
ctrl,ksucca,-1.857659,0.250000,-1.467251
ctrl,ksucca,-1.890305,0.291667,-1.310524
ctrl,ksucca,-1.867776,0.142857,-1.920387
ctrl,ksucca,-1.864247,0.093750,-2.123723
ctrl,ksucca,-2.567643,0.227273,-1.940561
ctrl,ksucca,-2.533991,0.137931,-2.295984
ctrl,ksucca,-2.228824,0.000000,-2.709775
ctrl,ksucca,-1.813615,0.151515,-1.855345
ctrl,ksucca,-2.100528,0.104478,-2.204802
ctrl,ksucca,-2.500508,0.076923,-2.533091
ctrl,ksucca,-1.670479,0.241379,-1.403533
ctrl,ksucca,-2.568042,0.200000,-2.054746
ctrl,ksucca,-2.415190,0.171875,-2.090827
ctrl,ksucca,-0.909971,0.277778,-0.846168
ctrl,ksucca,-2.335070,0.166667,-2.069899
ctrl,arabic_bible,-2.871305,0.132075,-2.500201
ctrl,arabic_bible,-3.256190,0.092593,-2.870294
ctrl,arabic_bible,-1.890503,0.130435,-1.984410
ctrl,arabic_bible,-3.093204,0.119048,-2.672889
ctrl,arabic_bible,-2.166178,0.160000,-2.007760
ctrl,arabic_bible,-1.770555,0.362500,-0.950703
ctrl,arabic_bible,-2.385330,0.179487,-2.043105
ctrl,arabic_bible,-2.945575,0.051282,-2.877409
ctrl,arabic_bible,-3.209455,0.069767,-2.940776
ctrl,arabic_bible,-2.141944,0.369565,-1.119083
ctrl,arabic_bible,-3.419682,0.153846,-2.701439
ctrl,arabic_bible,-2.532409,0.000000,-2.871549
ctrl,arabic_bible,-2.647545,0.250000,-1.888163
ctrl,arabic_bible,-2.481917,0.214286,-1.949152
ctrl,arabic_bible,-2.699343,0.076923,-2.639046
ctrl,arabic_bible,-2.489364,0.125000,-2.326242
ctrl,arabic_bible,-2.377812,0.111111,-2.324839
ctrl,arabic_bible,-2.411253,0.034483,-2.662885
ctrl,arabic_bible,-1.954823,0.166667,-1.867274
ctrl,arabic_bible,-2.828711,0.064516,-2.759831
ctrl,arabic_bible,-2.896530,0.166667,-2.369087
ctrl,arabic_bible,-1.324305,0.766667,0.976087
ctrl,arabic_bible,-2.812314,0.096774,-2.616288
ctrl,arabic_bible,-2.302379,0.393939,-1.102716
ctrl,arabic_bible,-2.150086,0.200000,-1.832026
ctrl,arabic_bible,-2.643215,0.103448,-2.498289
ctrl,arabic_bible,-2.005353,0.062500,-2.329508
ctrl,arabic_bible,-1.509468,0.000000,-2.326447
ctrl,arabic_bible,-2.524420,0.125000,-2.344922
ctrl,arabic_bible,-2.183192,0.095238,-2.287463
ctrl,arabic_bible,-2.390627,0.170732,-2.082516
ctrl,arabic_bible,-1.595521,0.047619,-2.173305
ctrl,arabic_bible,-2.119863,0.000000,-2.651712
ctrl,arabic_bible,-2.615770,0.066667,-2.637373
ctrl,arabic_bible,-2.122299,0.222222,-1.724354
ctrl,arabic_bible,-2.028332,0.090909,-2.223033
ctrl,arabic_bible,-1.913210,0.133333,-1.984398
ctrl,arabic_bible,-2.035009,0.047619,-2.407497
ctrl,arabic_bible,-2.122561,0.214286,-1.757659
ctrl,arabic_bible,-2.547356,0.000000,-2.879513
ctrl,arabic_bible,-2.601016,0.055556,-2.675944
ctrl,arabic_bible,-2.830120,0.181818,-2.270382
ctrl,arabic_bible,-2.525907,0.055556,-2.635919
ctrl,arabic_bible,-2.320976,0.052632,-2.538936
ctrl,arabic_bible,-2.221827,0.100000,-2.288151
ctrl,arabic_bible,-2.264843,0.115385,-2.246782
ctrl,arabic_bible,-2.675026,0.074074,-2.637994
ctrl,arabic_bible,-3.114855,0.136364,-2.612063
ctrl,arabic_bible,-2.024791,0.115385,-2.118864
ctrl,arabic_bible,-1.906591,0.142857,-1.941071
ctrl,arabic_bible,-2.201528,0.153846,-2.052314
ctrl,arabic_bible,-2.145324,0.200000,-1.829489
ctrl,arabic_bible,-1.908696,0.125000,-2.016817
ctrl,arabic_bible,-2.191998,0.125000,-2.167782
ctrl,arabic_bible,-2.483525,0.031250,-2.714907
ctrl,arabic_bible,-3.073033,0.115385,-2.677447
ctrl,arabic_bible,-2.057582,0.136364,-2.048666
ctrl,arabic_bible,-2.780279,0.095238,-2.605637
ctrl,arabic_bible,-1.716586,0.136364,-1.866958
ctrl,arabic_bible,-1.786059,0.142857,-1.876842
ctrl,arabic_bible,-2.120037,0.062500,-2.390620
ctrl,arabic_bible,-1.633460,0.187500,-1.608965
ctrl,arabic_bible,-1.772332,0.225806,-1.522886
ctrl,arabic_bible,-2.357735,0.040000,-2.611310
ctrl,arabic_bible,-2.331313,0.065217,-2.491849
ctrl,arabic_bible,-2.301318,0.200000,-1.912614
ctrl,arabic_bible,-2.080024,0.055556,-2.398319
ctrl,arabic_bible,-1.935113,0.170732,-1.839783
ctrl,arabic_bible,-2.288215,0.142857,-2.144430
ctrl,arabic_bible,-1.745384,0.203390,-1.602204
ctrl,arabic_bible,-2.499076,0.076923,-2.532328
ctrl,arabic_bible,-2.946784,0.071429,-2.793863
ctrl,arabic_bible,-2.024786,0.148936,-1.978650
ctrl,arabic_bible,-2.370130,0.000000,-2.785074
ctrl,arabic_bible,-2.513470,0.041667,-2.687333
ctrl,arabic_bible,-2.716889,0.176471,-2.232391
ctrl,arabic_bible,-1.797886,0.148148,-1.861034
ctrl,arabic_bible,-2.519859,0.125000,-2.342491
ctrl,arabic_bible,-2.160389,0.076923,-2.351849
ctrl,arabic_bible,-1.862972,0.090909,-2.134916
ctrl,arabic_bible,-2.880737,0.037037,-2.902388
ctrl,arabic_bible,-2.668245,0.150000,-2.317089
ctrl,arabic_bible,-2.927108,0.135135,-2.517151
ctrl,arabic_bible,-2.917930,0.102564,-2.648373
ctrl,arabic_bible,-2.278603,0.034483,-2.592199
ctrl,arabic_bible,-2.190536,0.029412,-2.566462
ctrl,arabic_bible,-1.906178,0.076923,-2.216386
ctrl,arabic_bible,-2.046861,0.076923,-2.291353
ctrl,arabic_bible,-2.317508,0.096774,-2.352618
ctrl,arabic_bible,-2.355542,0.069767,-2.485745
ctrl,arabic_bible,-1.889040,0.000000,-2.528712
ctrl,arabic_bible,-2.284147,0.218750,-1.825109
ctrl,arabic_bible,-2.467664,0.238095,-1.842058
ctrl,arabic_bible,-2.304587,0.205882,-1.889774
ctrl,arabic_bible,-2.374906,0.076923,-2.466161
ctrl,arabic_bible,-1.969855,0.045455,-2.381824
ctrl,arabic_bible,-2.406316,0.176471,-2.066894
ctrl,arabic_bible,-2.543316,0.115385,-2.395173
ctrl,arabic_bible,-3.046655,0.057143,-2.906781
ctrl,arabic_bible,-0.987980,0.000000,-2.048558
ctrl,arabic_bible,-2.978181,0.064516,-2.839480
ctrl,arabic_bible,-3.510669,0.033333,-3.253542
ctrl,arabic_bible,-3.160548,0.000000,-3.206269
ctrl,arabic_bible,-3.241858,0.083333,-2.901351
ctrl,arabic_bible,-3.121818,0.058824,-2.939810
ctrl,arabic_bible,-3.100695,0.093750,-2.782598
ctrl,arabic_bible,-2.709889,0.000000,-2.966123
ctrl,arabic_bible,-3.347076,0.037037,-3.150889
ctrl,arabic_bible,-2.708030,0.043478,-2.783439
ctrl,arabic_bible,-3.156136,0.035714,-3.054669
ctrl,arabic_bible,-2.840393,0.103448,-2.603360
ctrl,arabic_bible,-2.857396,0.066667,-2.766129
ctrl,arabic_bible,-2.972025,0.071429,-2.807313
ctrl,arabic_bible,-2.447780,0.058824,-2.580631
ctrl,arabic_bible,-2.569519,0.151515,-2.258149
ctrl,arabic_bible,-2.446227,0.111111,-2.361296
ctrl,arabic_bible,-2.029583,0.222222,-1.674948
ctrl,arabic_bible,-3.175080,0.115385,-2.731826
ctrl,arabic_bible,-3.178056,0.111111,-2.751271
ctrl,arabic_bible,-2.860543,0.038462,-2.885674
ctrl,arabic_bible,-2.241517,0.187500,-1.932985
ctrl,arabic_bible,-2.815079,0.133333,-2.464983
ctrl,arabic_bible,-1.831818,0.190476,-1.702228
ctrl,arabic_bible,-2.634430,0.160000,-2.257280
ctrl,arabic_bible,-2.209377,0.150000,-2.072569
ctrl,arabic_bible,-3.151185,0.000000,-3.201280
ctrl,arabic_bible,-2.583894,0.137931,-2.322576
ctrl,arabic_bible,-1.856910,0.150000,-1.884747
ctrl,arabic_bible,-2.698129,0.095238,-2.561861
ctrl,arabic_bible,-2.252160,0.088235,-2.353479
ctrl,arabic_bible,-1.717420,0.238095,-1.442270
ctrl,arabic_bible,-2.125198,0.421053,-0.894995
ctrl,arabic_bible,-2.856754,0.000000,-3.044384
ctrl,arabic_bible,-2.143567,0.148148,-2.045239
ctrl,arabic_bible,-1.870460,0.190476,-1.722820
ctrl,arabic_bible,-2.226141,0.029412,-2.585435
ctrl,arabic_bible,-1.712232,0.285714,-1.240508
ctrl,arabic_bible,-2.063083,0.133333,-2.064262
ctrl,arabic_bible,-2.279628,0.150000,-2.110004
ctrl,arabic_bible,-1.513604,0.392857,-0.686919
ctrl,arabic_bible,-2.249483,0.285714,-1.526796
ctrl,arabic_bible,-2.229025,0.090909,-2.329977
ctrl,arabic_bible,-1.958728,0.206897,-1.701236
ctrl,arabic_bible,-1.746308,0.250000,-1.407915
ctrl,arabic_bible,-2.482678,0.083333,-2.496802
ctrl,arabic_bible,-1.988839,0.090909,-2.201987
ctrl,arabic_bible,-2.949149,0.037037,-2.938843
ctrl,arabic_bible,-2.633776,0.166667,-2.229072
ctrl,arabic_bible,-2.481256,0.066667,-2.565693
ctrl,arabic_bible,-1.791497,0.128205,-1.940970
ctrl,arabic_bible,-2.544761,0.142857,-2.281137
ctrl,arabic_bible,-2.033724,0.093750,-2.214034
ctrl,arabic_bible,-2.013636,0.083333,-2.246860
ctrl,arabic_bible,-2.096649,0.200000,-1.803551
ctrl,arabic_bible,-2.550652,0.125000,-2.358900
ctrl,arabic_bible,-2.300660,0.217391,-1.839587
ctrl,arabic_bible,-2.117079,0.125000,-2.127859
ctrl,arabic_bible,-2.085531,0.206897,-1.768806
ctrl,arabic_bible,-2.298228,0.043478,-2.565065
ctrl,arabic_bible,-2.955646,0.060606,-2.843812
ctrl,arabic_bible,-2.503573,0.187500,-2.072628
ctrl,arabic_bible,-2.167403,0.055556,-2.444881
ctrl,arabic_bible,-2.097180,0.111111,-2.175297
ctrl,arabic_bible,-1.838065,0.083333,-2.153303
ctrl,arabic_bible,-1.901518,0.066667,-2.256764
ctrl,arabic_bible,-1.848701,0.233333,-1.532127
ctrl,arabic_bible,-2.155063,0.172414,-1.949960
ctrl,arabic_bible,-1.864191,0.030303,-2.388836
ctrl,arabic_bible,-1.736081,0.142857,-1.850210
ctrl,arabic_bible,-1.978755,0.080000,-2.242203
ctrl,arabic_bible,-2.731663,0.125000,-2.455357
ctrl,arabic_bible,-1.548550,0.136364,-1.777416
ctrl,arabic_bible,-2.229400,0.000000,-2.710082
ctrl,arabic_bible,-2.590656,0.115385,-2.420400
ctrl,arabic_bible,-1.911577,0.142857,-1.943728
ctrl,arabic_bible,-1.820963,0.000000,-2.492435
ctrl,arabic_bible,-1.908362,0.250000,-1.494270
ctrl,arabic_bible,-2.161322,0.115385,-2.191618
ctrl,arabic_bible,-2.272948,0.000000,-2.733288
ctrl,arabic_bible,-2.576923,0.000000,-2.895269
ctrl,arabic_bible,-2.502687,0.117647,-2.364069
ctrl,arabic_bible,-2.465536,0.103448,-2.403608
ctrl,arabic_bible,-2.038272,0.128205,-2.072471
ctrl,arabic_bible,-2.060247,0.216216,-1.716386
ctrl,arabic_bible,-1.323012,0.217391,-1.318621
ctrl,arabic_bible,-1.654329,0.142857,-1.806646
ctrl,arabic_bible,-1.055088,0.250000,-1.039580
ctrl,arabic_bible,-1.964447,0.129032,-2.029675
ctrl,arabic_bible,-2.331296,0.043478,-2.582686
ctrl,arabic_bible,-1.848863,0.102564,-2.078692
ctrl,arabic_bible,-2.198276,0.116279,-2.207572
ctrl,arabic_bible,-1.496513,0.040000,-2.152385
ctrl,arabic_bible,-2.698777,0.000000,-2.960202
ctrl,arabic_bible,-1.808935,0.166667,-1.789534
ctrl,arabic_bible,-2.008016,0.193548,-1.783282
ctrl,arabic_bible,-2.230438,0.050000,-2.501687
ctrl,arabic_bible,-2.345853,0.148148,-2.153033
ctrl,arabic_bible,-1.633480,0.058824,-2.146709
ctrl,arabic_bible,-1.927825,0.066667,-2.270783
ctrl,arabic_bible,-2.294599,0.058824,-2.499004
ctrl,arabic_bible,-1.324749,0.238095,-1.233025
ctrl,arabic_bible,-2.279910,0.137931,-2.160590
ctrl,arabic_bible,-2.961677,0.111111,-2.635967
ctrl,arabic_bible,-2.850727,0.065217,-2.768632
ctrl,arabic_bible,-2.744990,0.131579,-2.434966
ctrl,arabic_bible,-2.377667,0.111111,-2.324762
ctrl,arabic_bible,-2.326841,0.031746,-2.629341
ctrl,arabic_bible,-1.750855,0.151515,-1.821901
ctrl,arabic_bible,-2.764049,0.100000,-2.577088
ctrl,arabic_bible,-1.817054,0.190476,-1.694361
ctrl,arabic_bible,-2.912214,0.040000,-2.906779
ctrl,arabic_bible,-2.493922,0.000000,-2.851039
ctrl,arabic_bible,-1.887093,0.125000,-2.005305
ctrl,arabic_bible,-2.082584,0.238095,-1.636858
ctrl,arabic_bible,-1.862234,0.150000,-1.887585
ctrl,arabic_bible,-1.830656,0.090909,-2.117695
ctrl,arabic_bible,-1.736805,0.200000,-1.611798
ctrl,arabic_bible,-2.645383,0.095238,-2.533754
ctrl,arabic_bible,-2.461133,0.032258,-2.698762
ctrl,arabic_bible,-1.876228,0.083333,-2.173639
ctrl,arabic_bible,-1.876671,0.000000,-2.522121
ctrl,arabic_bible,-2.306745,0.083333,-2.403051
ctrl,arabic_bible,-2.433514,0.058824,-2.573029
ctrl,arabic_bible,-2.301295,0.000000,-2.748393
ctrl,arabic_bible,-2.047386,0.100000,-2.195195
ctrl,arabic_bible,-2.422037,0.107143,-2.364989
ctrl,arabic_bible,-2.017543,0.130435,-2.052107
ctrl,arabic_bible,-2.676263,0.062500,-2.687020
ctrl,arabic_bible,-2.099467,0.157895,-1.981009
ctrl,arabic_bible,-1.817903,0.130435,-1.945724
ctrl,arabic_bible,-1.463423,0.250000,-1.257172
ctrl,arabic_bible,-1.649084,0.142857,-1.803852
ctrl,arabic_bible,-2.207932,0.054054,-2.472753
ctrl,arabic_bible,-1.908841,0.285714,-1.345276
ctrl,arabic_bible,-2.168424,0.133333,-2.120395
ctrl,arabic_bible,-2.287396,0.035714,-2.591738
ctrl,arabic_bible,-1.696432,0.250000,-1.381337
ctrl,arabic_bible,-2.417195,0.296296,-1.571945
ctrl,arabic_bible,-2.232343,0.185185,-1.937770
ctrl,arabic_bible,-2.131284,0.125000,-2.135429
ctrl,arabic_bible,-1.387564,0.071429,-1.962990
ctrl,arabic_bible,-1.780025,0.285714,-1.276633
ctrl,arabic_bible,-2.190872,0.160000,-2.020918
ctrl,arabic_bible,-2.069453,0.136364,-2.054992
ctrl,arabic_bible,-1.571223,0.071429,-2.060858
ctrl,arabic_bible,-1.468917,0.125000,-1.782469
ctrl,arabic_bible,-2.132679,0.350000,-1.195908
ctrl,arabic_bible,-2.645222,0.150000,-2.304821
ctrl,arabic_bible,-1.754791,0.190476,-1.661182
ctrl,arabic_bible,-1.521981,0.222222,-1.404458
ctrl,arabic_bible,-2.485278,0.125000,-2.324064
ctrl,arabic_bible,-1.803546,0.260870,-1.392992
ctrl,arabic_bible,-2.126877,0.058824,-2.409629
ctrl,arabic_bible,-2.394864,0.160000,-2.129621
ctrl,arabic_bible,-2.208002,0.428571,-0.907699
ctrl,arabic_bible,-2.062155,0.000000,-2.620961
ctrl,arabic_bible,-2.070144,0.157895,-1.965383
ctrl,arabic_bible,-2.519042,0.142857,-2.267432
ctrl,arabic_bible,-1.372713,0.187500,-1.470019
ctrl,arabic_bible,-2.433514,0.117647,-2.327208
ctrl,arabic_bible,-1.979950,0.000000,-2.577156
ctrl,arabic_bible,-2.554644,0.045455,-2.693444
ctrl,arabic_bible,-2.192548,0.095238,-2.292449
ctrl,arabic_bible,-2.081057,0.100000,-2.213138
ctrl,arabic_bible,-2.450141,0.064516,-2.558100
ctrl,arabic_bible,-2.094158,0.031250,-2.507422
ctrl,arabic_bible,-2.529170,0.000000,-2.869823
ctrl,arabic_bible,-2.341070,0.193548,-1.960758
ctrl,arabic_bible,-1.946243,0.142857,-1.962201
ctrl,arabic_bible,-2.661959,0.066667,-2.661985
ctrl,arabic_bible,-2.441218,0.083333,-2.474708
ctrl,arabic_bible,-2.493614,0.100000,-2.432980
ctrl,arabic_bible,-1.058177,0.090909,-1.706060
ctrl,arabic_bible,-2.369824,0.125000,-2.262541
ctrl,arabic_bible,-2.574394,0.131579,-2.344059
ctrl,arabic_bible,-3.110160,0.062500,-2.918234
ctrl,arabic_bible,-2.973804,0.050000,-2.897810
ctrl,arabic_bible,-2.140730,0.085714,-2.304636
ctrl,arabic_bible,-2.209080,0.150000,-2.072411
ctrl,arabic_bible,-2.602923,0.272727,-1.769409
ctrl,arabic_bible,-2.458924,0.031250,-2.701798
ctrl,arabic_bible,-2.590794,0.192308,-2.099016
ctrl,arabic_bible,-1.965725,0.043478,-2.387882
ctrl,arabic_bible,-1.868837,0.150000,-1.891103
ctrl,arabic_bible,-2.355081,0.178571,-2.030812
ctrl,arabic_bible,-2.601099,0.133333,-2.350958
ctrl,arabic_bible,-2.063587,0.080000,-2.287408
ctrl,arabic_bible,-2.384023,0.176471,-2.055014
ctrl,arabic_bible,-2.018063,0.034483,-2.453364
ctrl,arabic_bible,-1.839584,0.137931,-1.925951
ctrl,arabic_bible,-2.258130,0.000000,-2.725391
ctrl,arabic_bible,-2.666474,0.045455,-2.753036
ctrl,arabic_bible,-2.621417,0.107143,-2.471233
ctrl,arabic_bible,-2.526209,0.045455,-2.678292
ctrl,arabic_bible,-2.074747,0.041667,-2.453548
ctrl,arabic_bible,-2.690557,0.117647,-2.464180
ctrl,arabic_bible,-1.906291,0.066667,-2.259308
ctrl,arabic_bible,-1.878752,0.000000,-2.523230
ctrl,arabic_bible,-2.372107,0.071429,-2.487631
ctrl,arabic_bible,-1.495772,0.117647,-1.827507
ctrl,arabic_bible,-2.223278,0.222222,-1.778163
ctrl,arabic_bible,-1.517444,0.066667,-2.052100
ctrl,arabic_bible,-1.996134,0.105263,-2.145890
ctrl,arabic_bible,-2.388077,0.037037,-2.639861
ctrl,arabic_bible,-1.811711,0.074074,-2.177953
ctrl,arabic_bible,-2.024330,0.210526,-1.721025
ctrl,arabic_bible,-2.876324,0.153846,-2.411897
ctrl,arabic_bible,-2.491636,0.071429,-2.551324
ctrl,arabic_bible,-2.523247,0.083333,-2.518420
ctrl,arabic_bible,-2.495917,0.125000,-2.329733
ctrl,arabic_bible,-1.736059,0.105263,-2.007302
ctrl,arabic_bible,-2.189474,0.000000,-2.688806
ctrl,arabic_bible,-2.517011,0.111111,-2.399015
ctrl,arabic_bible,-2.347341,0.200000,-1.937139
ctrl,arabic_bible,-1.256641,0.266667,-1.077333
ctrl,arabic_bible,-2.214339,0.181818,-1.942246
ctrl,arabic_bible,-2.611623,0.200000,-2.077969
ctrl,arabic_bible,-2.214173,0.105263,-2.262078
ctrl,arabic_bible,-2.716437,0.076923,-2.648155
ctrl,arabic_bible,-3.265090,0.153846,-2.619061
ctrl,arabic_bible,-2.440175,0.156250,-2.169437
ctrl,arabic_bible,-3.071096,0.181818,-2.398792
ctrl,arabic_bible,-2.612323,0.233333,-1.939043
ctrl,arabic_bible,-3.230401,0.076923,-2.922034
ctrl,arabic_bible,-3.298957,0.140351,-2.693504
ctrl,arabic_bible,-1.981240,0.086957,-2.214456
ctrl,arabic_bible,-2.038871,0.105263,-2.168664
ctrl,arabic_bible,-2.364033,0.000000,-2.781825
ctrl,arabic_bible,-2.247021,0.066667,-2.440875
ctrl,arabic_bible,-1.984335,0.000000,-2.579493
ctrl,arabic_bible,-2.052941,0.041667,-2.441928
ctrl,arabic_bible,-2.448299,0.150000,-2.199885
ctrl,arabic_bible,-1.995037,0.000000,-2.585195
ctrl,arabic_bible,-1.961265,0.117647,-2.075557
ctrl,arabic_bible,-1.758744,0.130435,-1.914199
ctrl,arabic_bible,-2.164442,0.125000,-2.153098
ctrl,arabic_bible,-2.045607,0.117647,-2.120501
ctrl,arabic_bible,-2.009840,0.117647,-2.101442
ctrl,arabic_bible,-2.259564,0.200000,-1.890364
ctrl,arabic_bible,-1.892451,0.058824,-2.284709
ctrl,arabic_bible,-2.653516,0.066667,-2.657487
ctrl,arabic_bible,-1.816892,0.173913,-1.763491
ctrl,arabic_bible,-2.205234,0.071429,-2.398708
ctrl,arabic_bible,-2.168438,0.176471,-1.940134
ctrl,arabic_bible,-3.222759,0.062500,-2.978235
ctrl,arabic_bible,-2.390749,0.050000,-2.587113
ctrl,arabic_bible,-1.909548,0.294118,-1.310536
ctrl,arabic_bible,-2.715795,0.040000,-2.802112
ctrl,arabic_bible,-2.206453,0.062500,-2.436669
ctrl,arabic_bible,-2.484645,0.190476,-2.050105
ctrl,arabic_bible,-2.076225,0.133333,-2.071265
ctrl,arabic_bible,-1.983523,0.250000,-1.534321
ctrl,arabic_bible,-2.247213,0.071429,-2.421077
ctrl,arabic_bible,-2.369726,0.104167,-2.349551
ctrl,arabic_bible,-2.720788,0.156250,-2.318970
ctrl,arabic_bible,-1.595336,0.125000,-1.849835
ctrl,arabic_bible,-2.048680,0.080000,-2.279464
ctrl,arabic_bible,-1.985387,0.052632,-2.360108
ctrl,arabic_bible,-1.944229,0.071429,-2.259624
ctrl,arabic_bible,-2.082104,0.095238,-2.233596
ctrl,arabic_bible,-1.843292,0.161290,-1.830309
ctrl,arabic_bible,-1.893496,0.161290,-1.857062
ctrl,arabic_bible,-1.598919,0.117647,-1.882472
ctrl,arabic_bible,-1.863631,0.214286,-1.619682
ctrl,arabic_bible,-1.906346,0.181818,-1.778124
ctrl,arabic_bible,-1.164684,0.142857,-1.545726
ctrl,arabic_bible,-2.120205,0.157895,-1.992060
ctrl,arabic_bible,-1.549413,0.190476,-1.551741
ctrl,arabic_bible,-1.718908,0.050000,-2.229105
ctrl,arabic_bible,-2.002749,0.210526,-1.709525
ctrl,arabic_bible,-1.731809,0.000000,-2.444927
ctrl,arabic_bible,-1.765647,0.137931,-1.886551
ctrl,arabic_bible,-1.140544,0.291667,-0.910994
ctrl,arabic_bible,-1.739671,0.142857,-1.852123
ctrl,arabic_bible,-1.791807,0.111111,-2.012570
ctrl,arabic_bible,-1.342093,0.222222,-1.308600
ctrl,arabic_bible,-1.586849,0.480000,-0.361783
ctrl,arabic_bible,-2.322507,0.208955,-1.886482
ctrl,arabic_bible,-1.585941,0.107143,-1.919452
ctrl,arabic_bible,-0.408937,0.473684,0.239505
ctrl,arabic_bible,-2.561983,0.103448,-2.455002
ctrl,arabic_bible,-2.494698,0.215686,-1.950110
ctrl,arabic_bible,-1.882305,0.035714,-2.375875
